is_offensive,text
0,upuan
0,magpatuloy
0,bloke
0,tsart
0,sumbrero
0,ibenta
0,tagumpay
0,kompanya
0,ibawas
0,kaganapan
0,partikular
0,deal
0,lumangoy
0,taning
0,tapat
0,asawa
0,sapatos
0,balikat
0,pagkalat
0,magayos
0,kampo
0,imbentuhin
0,koton
0,isinilang
0,matukoy
0,quart
0,siyam
0,trak
0,ingay
0,antas
0,pagkakataon
0,magtipon
0,shop
0,banatin
0,magtapon
0,kinang
0,ariarian
0,haligi
0,molekyul
0,piliin
0,mali
0,kulayabo
0,paulitulit
0,nangangailangan
0,malawak
0,maghanda
0,asin
0,ilong
0,pangmaramihang
0,galit
0,claim
0,kontinente
1,amputa
1,animal
1,bilat
1,binibrocha
1,bobo
1,bogo
1,boto
1,brocha
1,burat
1,bwesit
1,bwisit
1,demonyo
1,engot
1,etits
1,gaga
1,gagi
1,gago
1,habal
1,hayop
1,hayup
1,hinampak
1,hinayupak
1,hindot
1,hindutan
1,hudas
1,iniyot
1,inutel
1,inutil
1,iyot
1,kagaguhan
1,kagang
1,kantot
1,kantotan
1,kantut
1,kantutan
1,kaululan
1,kayat
1,kiki
1,kikinginamo
1,kingina
1,kupal
1,leche
1,leching
1,lechugas
1,lintik
1,nakakaburat
1,nimal
1,ogag
1,olok
1,pakingshet
1,pakshet
1,pakyu
1,pesteng
1,yawa
1,poke
1,poki
1,pokpok
1,poyet
1,pukeng
1,pucha
1,puchanggala
1,puchangina
1,puke
1,puki
1,pukinangina
1,puking
1,punyeta
1,puta
1,putang
1,putang
0,ina
1,putangina
1,putanginamo
1,putaragis
1,putragis
1,puyet
1,ratbu
1,shunga
1,sira
1,ulo
1,siraulo
1,suso
1,susu
1,tae
1,taena
1,tamod
1,tanga
1,tangina
1,taragis
1,tarantado
1,tete
1,teti
1,timang
1,tinil
1,tite
1,titi
1,tungaw
1,ulol
1,ulul
1,ungas
1,amp
1,puta
1,amputa
1,amf
1,amfufu
1,ampt
1,bobo
1,banga
1,vovo
1,bubu
1,buang
1,buwang
1,boang
1,buwisit
1,bwiset
1,gago
1,ogag
1,inutil
1,jebs
1,tae
1,kupal
1,kups
1,letse
1,litsi
1,langhiya
1,langya
1,pakshet
1,pakyu
1,pota
1,pucha
1,punyeta
1,putang
0,ina
1,taena
1,tangina
1,piste
1,pisti
1,pesteng
1,yawa
1,yawa
1,ulol
1,tado
1,tarantado
